work_id,author_position,author_id,author_name,author_orcid,institution_id,institution_name,institution_country,prior_pubs_before_1999
https://openalex.org/W2058153810,first,https://openalex.org/A5019560658,Kjell Goldmann,,,,,51
https://openalex.org/W1964459852,first,https://openalex.org/A5003529200,Azucena Gracía,https://orcid.org/0000-0003-3096-302X,https://openalex.org/I4210122787,Centro de Investigación y Tecnología Agroalimentaria de Aragón,ES,16
https://openalex.org/W1964459852,last,https://openalex.org/A5110737835,L. M. Albisu,,https://openalex.org/I4210122787,Centro de Investigación y Tecnología Agroalimentaria de Aragón,ES,74
https://openalex.org/W1970417167,first,https://openalex.org/A5006360782,Patrícia Hill Collins,,https://openalex.org/I63135867,University of Cincinnati,US,47
https://openalex.org/W1564684139,first,https://openalex.org/A5015138968,Shaheen Borna,,https://openalex.org/I198089087,Ball State University,US,17
https://openalex.org/W1564684139,last,https://openalex.org/A5030030263,Stephen M. Avila,,https://openalex.org/I198089087,Ball State University,US,2
https://openalex.org/W2125793159,first,https://openalex.org/A5042713074,Gülız Ger,https://orcid.org/0000-0002-7665-046X,,,,25
https://openalex.org/W1969596871,first,https://openalex.org/A5053233227,Zawiyah Mohammad Yusof,https://orcid.org/0000-0003-0460-2597,,,,3
https://openalex.org/W1969596871,last,https://openalex.org/A5072990753,Robert W. Chell,,,,,3
https://openalex.org/W2026136061,first,https://openalex.org/A5088231809,José Moreira,https://orcid.org/0000-0003-4633-6944,,,,2
https://openalex.org/W2026136061,middle,https://openalex.org/A5003215010,Cristina Ribeiro,https://orcid.org/0000-0001-6150-0090,,,,8
https://openalex.org/W2026136061,last,https://openalex.org/A5109217253,Jean-Marc Saglio,,,,,3
https://openalex.org/W2018889753,first,https://openalex.org/A5019466078,Claire L. Felbinger,,,,,14
https://openalex.org/W2018889753,middle,https://openalex.org/A5112605283,Marc Holzer,,,,,47
https://openalex.org/W2018889753,last,https://openalex.org/A5103912584,Jay D. White,,,,,30
https://openalex.org/W1996148434,first,https://openalex.org/A5103549989,C. W. F. Baden Fuller,,https://openalex.org/I143804889,Loughborough University,GB,2
https://openalex.org/W2062351967,first,https://openalex.org/A5045200632,Donald J. Puchala,,https://openalex.org/I155781252,University of South Carolina,US,92
https://openalex.org/W2025810685,first,https://openalex.org/A5022798758,Tuula Laukkanen,,,,,1
https://openalex.org/W2090512347,first,https://openalex.org/A5038586430,Michael D. Olsen,https://orcid.org/0000-0003-2261-4823,https://openalex.org/I859038795,Virginia Tech,US,71
https://openalex.org/W2061198793,first,https://openalex.org/A5085691541,Leonello Tronti,https://orcid.org/0000-0003-3462-8376,https://openalex.org/I1341049462,Istituto Nazionale di Statistica,IT,11
https://openalex.org/W2147230011,first,https://openalex.org/A5026224568,Margaret A. Emmelhainz,,https://openalex.org/I11874761,University of North Florida,US,14
https://openalex.org/W2147230011,last,https://openalex.org/A5001050786,Ronald J. Adams,https://orcid.org/0000-0003-2351-8016,https://openalex.org/I11874761,University of North Florida,US,7
https://openalex.org/W2147230011,last,https://openalex.org/A5001050786,Ronald J. Adams,https://orcid.org/0000-0003-2351-8016,https://openalex.org/I165733156,University of Georgia,US,7
https://openalex.org/W2119023044,first,https://openalex.org/A5045757388,Mark L. Savickas,,https://openalex.org/I95240055,Northeast Ohio Medical University,US,79
https://openalex.org/W2119023044,first,https://openalex.org/A5045757388,Mark L. Savickas,,https://openalex.org/I4210106879,Ohio University,US,79
https://openalex.org/W1979749010,first,https://openalex.org/A5009826278,Joyce Dargay,,https://openalex.org/I2799890334,Transport for London,GB,27
https://openalex.org/W1979749010,first,https://openalex.org/A5009826278,Joyce Dargay,,https://openalex.org/I45129253,University College London,GB,27
https://openalex.org/W1979749010,last,https://openalex.org/A5108352307,Dermot Gately,,https://openalex.org/I150149174,Mercer University,US,64
https://openalex.org/W1979749010,last,https://openalex.org/A5108352307,Dermot Gately,,https://openalex.org/I57206974,New York University,US,64
https://openalex.org/W2076425716,first,https://openalex.org/A5103846791,Michael D. Meyer,,https://openalex.org/I130701444,Georgia Institute of Technology,US,70
https://openalex.org/W2021679938,first,https://openalex.org/A5014014045,Max Nankervis,,https://openalex.org/I71270174,Victoria University,AU,21
https://openalex.org/W2048351464,first,https://openalex.org/A5081423898,Dobrila Petrov́ić,https://orcid.org/0000-0001-8213-2581,https://openalex.org/I10572248,Institut Mihajlo Pupin,RS,12
https://openalex.org/W2048351464,middle,https://openalex.org/A5102967603,Rajat K. Roy,https://orcid.org/0000-0001-8045-5424,https://openalex.org/I39555362,University of Warwick,GB,8
https://openalex.org/W2048351464,last,https://openalex.org/A5083028843,Radivoj Petrović,,https://openalex.org/I4068193,University of Belgrade,RS,39
https://openalex.org/W1970491547,first,https://openalex.org/A5026392610,Ram Ganeshan,,https://openalex.org/I63135867,University of Cincinnati,US,4
https://openalex.org/W2043464501,first,https://openalex.org/A5066134352,Ángel Puerta,https://orcid.org/0000-0002-0154-1808,,"RedWhale Software11http://www.redwhale.com., 192 Walter Hays Drive, Palo Alto, CA 94303, USA",,4
https://openalex.org/W2043464501,last,https://openalex.org/A5047699861,Jacob Eisenstein,,,"RedWhale Software11http://www.redwhale.com., 192 Walter Hays Drive, Palo Alto, CA 94303, USA",,2
https://openalex.org/W2092649178,first,https://openalex.org/A5069605533,Chi‐Sum Wong,https://orcid.org/0000-0003-0929-3412,https://openalex.org/I177725633,Chinese University of Hong Kong,HK,10
https://openalex.org/W2092649178,last,https://openalex.org/A5091092099,Kenneth S. Law,https://orcid.org/0000-0003-0420-1988,https://openalex.org/I889458895,University of Hong Kong,HK,31
https://openalex.org/W2092649178,last,https://openalex.org/A5091092099,Kenneth S. Law,https://orcid.org/0000-0003-0420-1988,https://openalex.org/I200769079,Hong Kong University of Science and Technology,HK,31
https://openalex.org/W2075790732,first,https://openalex.org/A5049419770,Dimitri İoannides,https://orcid.org/0000-0002-3549-750X,https://openalex.org/I119942284,Missouri State University,US,17
https://openalex.org/W2075790732,last,https://openalex.org/A5011001605,Yiorgos Apostolopoulos,,https://openalex.org/I130769515,Pennsylvania State University,US,2
https://openalex.org/W1991583639,first,https://openalex.org/A5057965283,Dong Li,https://orcid.org/0000-0002-5884-2943,https://openalex.org/I142263535,University of Nottingham,GB,1
https://openalex.org/W1991583639,last,https://openalex.org/A5108096247,Christopher OʼBrien,,https://openalex.org/I142263535,University of Nottingham,GB,8
https://openalex.org/W2036645707,first,https://openalex.org/A5064668071,Johan Thoresen,,https://openalex.org/I4210109781,Norwegian Institute for Sustainability Research,NO,0
https://openalex.org/W2056572675,first,https://openalex.org/A5109034021,John F. Kain,,https://openalex.org/I162577319,The University of Texas at Dallas,US,197
https://openalex.org/W2056572675,last,https://openalex.org/A5043623079,Zvi Liu,,https://openalex.org/I162577319,The University of Texas at Dallas,US,0
https://openalex.org/W1975652022,first,https://openalex.org/A5028052282,Niki Panteli,https://orcid.org/0000-0003-0822-3842,https://openalex.org/I195460627,University of Aberdeen,GB,2
https://openalex.org/W1975652022,middle,https://openalex.org/A5109886406,J. Stack,,,Department of Management StudiesUniversity of Glasgow Scotland,,1
https://openalex.org/W1975652022,middle,https://openalex.org/A5060145442,Mark A. Atkinson,https://orcid.org/0000-0001-8489-4782,,Department of Management StudiesUniversity of Glasgow Scotland,,191
https://openalex.org/W1975652022,last,https://openalex.org/A5089149031,Harvie Ramsay,,,Department of Management StudiesStrathclyde University Scotland,,60
https://openalex.org/W2020927915,first,https://openalex.org/A5069965533,Ki Young Kim,,https://openalex.org/I4921948,Pusan National University,KR,1
https://openalex.org/W2020927915,last,https://openalex.org/A5052910581,Kap Hwan Kim,https://orcid.org/0000-0002-9001-5825,https://openalex.org/I4921948,Pusan National University,KR,29
https://openalex.org/W2077222486,first,https://openalex.org/A5048301823,Ranjit Perera,https://orcid.org/0000-0003-0589-6961,https://openalex.org/I38538140,Asian Institute of Technology,TH,0
https://openalex.org/W2077222486,middle,https://openalex.org/A5076719544,Nagen Nagarur,,https://openalex.org/I38538140,Asian Institute of Technology,TH,7
https://openalex.org/W2077222486,last,https://openalex.org/A5055209545,Mario T. Tabucanon,,https://openalex.org/I38538140,Asian Institute of Technology,TH,57
https://openalex.org/W2047750208,first,https://openalex.org/A5109349724,R J Troutbeck,,https://openalex.org/I160993911,Queensland University of Technology,AU,122
