work_id,author_position,author_id,author_name,author_orcid,institution_id,institution_name,institution_country,prior_pubs_before_2004
https://openalex.org/W2089208306,first,https://openalex.org/A5036739090,Peter T. Madsen,https://orcid.org/0000-0002-5208-5259,https://openalex.org/I204337017,Aarhus University,DK,48
https://openalex.org/W2089208306,middle,https://openalex.org/A5073954560,Iain Kerr,https://orcid.org/0000-0003-4720-9947,,"Ocean Alliance, 191 Western Rd., Lincoln, Massachusetts 01773",,1
https://openalex.org/W2089208306,last,https://openalex.org/A5049788952,Roger Payne,,,"Ocean Alliance, 191 Western Rd., Lincoln, Massachusetts 01773",,22
https://openalex.org/W2000264157,first,https://openalex.org/A5059039041,Todd C. Hufnagel,https://orcid.org/0000-0002-6373-9377,https://openalex.org/I145311948,Johns Hopkins University,US,46
https://openalex.org/W2105986470,first,https://openalex.org/A5112224080,G. Dietze,,,guenther.dietze@t-online.de,,221
https://openalex.org/W2105986470,last,https://openalex.org/A5109270980,W.G. Alberts,,,,,92
https://openalex.org/W1964461262,first,https://openalex.org/A5112109405,Sonoko Kuwano,,https://openalex.org/I98285908,Osaka University,JP,116
https://openalex.org/W1964461262,middle,https://openalex.org/A5113744165,Seiichiro Namba,,https://openalex.org/I98285908,Osaka University,JP,119
https://openalex.org/W1964461262,last,https://openalex.org/A5042472329,Takehisa Okamoto,,https://openalex.org/I157085157,Nippon Sheet Glass (Japan),JP,0
https://openalex.org/W1964461262,last,https://openalex.org/A5042472329,Takehisa Okamoto,,https://openalex.org/I98285908,Osaka University,JP,0
https://openalex.org/W1979823450,first,https://openalex.org/A5112048348,Viggo Jensen,,,"Norwegian Concrete and Aggregate Laboratory Ltd, Osloveien 18B, 7018 Trondheim, Norway",,6
https://openalex.org/W2084272853,first,https://openalex.org/A5048905392,M. Sumetsky,https://orcid.org/0000-0001-7289-3547,,"OFS Laboratories, 600 Mountain Avenue, Murray Hill, New Jersey 07974, USA.",,13
https://openalex.org/W2046709975,first,https://openalex.org/A5111526549,Oh-Kyum Kwon,,https://openalex.org/I157485424,Korea Advanced Institute of Science and Technology,KR,4
https://openalex.org/W2046709975,middle,https://openalex.org/A5100347884,Jae‐Hoon Kim,https://orcid.org/0000-0002-3080-8743,https://openalex.org/I157485424,Korea Advanced Institute of Science and Technology,KR,28
https://openalex.org/W2046709975,middle,https://openalex.org/A5029340470,Hyoung-Sang Park,,,"#N#b#N#Genitech, Incorporation, Taedok-gu, Taejon 306-230, Korea #N#",,0
https://openalex.org/W2046709975,last,https://openalex.org/A5101749074,Sang‐Won Kang,https://orcid.org/0000-0002-6376-7757,https://openalex.org/I157485424,Korea Advanced Institute of Science and Technology,KR,57
https://openalex.org/W1674845098,first,https://openalex.org/A5084897727,Marcus Bär,https://orcid.org/0000-0001-8581-0691,,"Hahn-Meitner-Institut Berlin , Glienicker Strasse 100, 14109 Berlin, Germany",,15
https://openalex.org/W1674845098,middle,https://openalex.org/A5109128601,W. Bohne,,,"Hahn-Meitner-Institut Berlin , Glienicker Strasse 100, 14109 Berlin, Germany",,120
https://openalex.org/W1674845098,middle,https://openalex.org/A5070195709,J. Röhrich,,,"Hahn-Meitner-Institut Berlin , Glienicker Strasse 100, 14109 Berlin, Germany",,63
https://openalex.org/W1674845098,middle,https://openalex.org/A5073788108,Erik Strub,https://orcid.org/0000-0002-4136-2871,,"Hahn-Meitner-Institut Berlin , Glienicker Strasse 100, 14109 Berlin, Germany",,11
https://openalex.org/W1674845098,middle,https://openalex.org/A5048022652,S. Lindner,,,"Hahn-Meitner-Institut Berlin , Glienicker Strasse 100, 14109 Berlin, Germany",,6
https://openalex.org/W1674845098,middle,https://openalex.org/A5109529989,M.C. Lux-Steiner,,,"Hahn-Meitner-Institut Berlin , Glienicker Strasse 100, 14109 Berlin, Germany",,27
https://openalex.org/W1674845098,middle,https://openalex.org/A5113519707,Ch.‐H. Fischer,,,"Hahn-Meitner-Institut Berlin , Glienicker Strasse 100, 14109 Berlin, Germany",,67
https://openalex.org/W1674845098,middle,https://openalex.org/A5053081068,T. P. Niesen,https://orcid.org/0000-0002-7287-1820,https://openalex.org/I186359701,Shell (Germany),DE,28
https://openalex.org/W1674845098,last,https://openalex.org/A5109625938,F. Karg,,https://openalex.org/I186359701,Shell (Germany),DE,70
https://openalex.org/W1488982196,first,https://openalex.org/A5080109209,Arijit Chowdhuri,https://orcid.org/0000-0002-3197-3521,https://openalex.org/I110166357,University of Delhi,IN,7
https://openalex.org/W1488982196,middle,https://openalex.org/A5003129802,Vinay Gupta,https://orcid.org/0000-0002-1348-3545,https://openalex.org/I110166357,University of Delhi,IN,34
https://openalex.org/W1488982196,middle,https://openalex.org/A5036640370,K. Sreenivas,https://orcid.org/0000-0002-0816-0696,https://openalex.org/I110166357,University of Delhi,IN,57
https://openalex.org/W1488982196,middle,https://openalex.org/A5047876441,Rajeev Kumar,https://orcid.org/0000-0002-5436-2352,https://openalex.org/I110166357,University of Delhi,IN,5
https://openalex.org/W1488982196,middle,https://openalex.org/A5044515118,Subho Mozumdar,https://orcid.org/0000-0002-6526-8839,https://openalex.org/I110166357,University of Delhi,IN,6
https://openalex.org/W1488982196,last,https://openalex.org/A5112586023,P. K. Patanjali,,https://openalex.org/I4210132190,Institute Of Pesticides Formulation Technology,IN,7
https://openalex.org/W2149718980,first,https://openalex.org/A5090927636,Juan Zhang,https://orcid.org/0000-0003-3683-0092,,,,5
https://openalex.org/W2172112159,first,https://openalex.org/A5018450849,C. S. Dyer,https://orcid.org/0000-0002-3778-9821,https://openalex.org/I173869447,Qinetiq (United Kingdom),GB,112
https://openalex.org/W2172112159,middle,https://openalex.org/A5016675874,S. Clucas,,https://openalex.org/I173869447,Qinetiq (United Kingdom),GB,7
https://openalex.org/W2172112159,middle,https://openalex.org/A5020588664,C. Sanderson,,https://openalex.org/I173869447,Qinetiq (United Kingdom),GB,8
