focal_id,issn_clean,SJR Best Quartile,journal_norm,quartile_mode_15y,quartile_avg_round_15y,quartile_mode_15y_label,quartile_avg_round_15y_label
https://openalex.org/W117169736,02536269,Q3,,2,2,Q2,Q2
https://openalex.org/W133940331,10792082,Q3,,2,2,Q2,Q2
https://openalex.org/W135886031,03946320,Q2,,3,3,Q3,Q3
https://openalex.org/W1486795970,01407783,Q3,,2,2,Q2,Q2
https://openalex.org/W1494022411,17427835,Q2,,2,2,Q2,Q2
https://openalex.org/W1500276683,17427835,Q2,,2,2,Q2,Q2
https://openalex.org/W1505133202,0041008X,Q1,,1,1,Q1,Q1
https://openalex.org/W1507809280,16714083,Q3,,2,2,Q2,Q2
https://openalex.org/W1510763319,02537613,Q3,,3,3,Q3,Q3
https://openalex.org/W1511172449,02537613,Q3,,3,3,Q3,Q3
https://openalex.org/W1516471878,0260437X,Q3,,2,2,Q2,Q2
https://openalex.org/W1519115520,15299775,Q3,,3,3,Q3,Q3
https://openalex.org/W1521948202,0924977X,Q1,,1,1,Q1,Q1
https://openalex.org/W1531176231,02537613,Q3,,3,3,Q3,Q3
https://openalex.org/W1541232310,14741776,Q1,,1,1,Q1,Q1
https://openalex.org/W1542216801,00316903,Q3,,3,3,Q3,Q3
https://openalex.org/W1544034054,02537613,Q3,,3,3,Q3,Q3
https://openalex.org/W1552531764,02693879,Q2,,2,2,Q2,Q2
https://openalex.org/W1574031963,02536269,Q3,,2,2,Q2,Q2
https://openalex.org/W1576068958,03065251,Q2,,1,1,Q1,Q1
https://openalex.org/W1576213792,0951418X,Q2,,2,2,Q2,Q2
https://openalex.org/W1581894811,03064603,Q1,,1,1,Q1,Q1
https://openalex.org/W1583691717,15204081,Q2,,2,2,Q2,Q2
https://openalex.org/W1605387936,10603271,Q2,,2,2,Q2,Q2
https://openalex.org/W1606133259,01683659,Q1,,1,1,Q1,Q1
https://openalex.org/W1608352853,14741776,Q1,,1,1,Q1,Q1
https://openalex.org/W1625386509,01407783,Q3,,2,2,Q2,Q2
https://openalex.org/W166343443,10792082,Q3,,2,2,Q2,Q2
https://openalex.org/W1668154092,14775751,Q3,,1,2,Q1,Q2
https://openalex.org/W1672129396,15204081,Q2,,2,2,Q2,Q2
https://openalex.org/W170094209,13596535,Q1,,1,1,Q1,Q1
https://openalex.org/W1701493487,00071188,Q1,,1,1,Q1,Q1
https://openalex.org/W1756232489,02536269,Q3,,2,2,Q2,Q2
https://openalex.org/W181498366,02537613,Q3,,3,3,Q3,Q3
https://openalex.org/W181940896,1420682X,Q1,,1,1,Q1,Q1
https://openalex.org/W1819961178,17427835,Q2,,2,2,Q2,Q2
https://openalex.org/W1841736290,02536269,Q3,,2,2,Q2,Q2
https://openalex.org/W1857546043,10792082,Q3,,2,2,Q2,Q2
https://openalex.org/W1864203502,03065251,Q2,,1,1,Q1,Q1
https://openalex.org/W1869305972,15608115,Q4,,3,3,Q3,Q3
https://openalex.org/W1895993106,14741776,Q1,,1,1,Q1,Q1
https://openalex.org/W1920165987,00404020,Q1,,1,1,Q1,Q1
https://openalex.org/W1922065206,11762551,Q3,,2,2,Q2,Q2
https://openalex.org/W1934536375,0018019X,Q1,,2,2,Q2,Q2
https://openalex.org/W1936749937,0018019X,Q1,,2,2,Q2,Q2
https://openalex.org/W19390358,16714083,Q3,,2,2,Q2,Q2
https://openalex.org/W194388979,02611929,Q3,,3,3,Q3,Q3
https://openalex.org/W195666568,00185787,Q4,,4,4,Q4,Q4
https://openalex.org/W1963568411,00222623,Q1,,1,1,Q1,Q1
https://openalex.org/W1963614578,03065251,Q2,,1,1,Q1,Q1
https://openalex.org/W1963653227,00092363,Q3,,2,2,Q2,Q2
https://openalex.org/W1963790044,10826076,Q2,,2,2,Q2,Q2
https://openalex.org/W1963824779,03625664,Q2,,2,2,Q2,Q2
https://openalex.org/W1963918885,01683659,Q1,,1,1,Q1,Q1
https://openalex.org/W1963924734,00404039,Q1,,1,1,Q1,Q1
https://openalex.org/W1964052049,01633864,Q1,,1,1,Q1,Q1
https://openalex.org/W1964147099,09186158,Q1,,1,1,Q1,Q1
https://openalex.org/W1964217300,00222623,Q1,,1,1,Q1,Q1
https://openalex.org/W1964228929,0960894X,Q1,,1,1,Q1,Q1
https://openalex.org/W1964254594,10826076,Q2,,2,2,Q2,Q2
https://openalex.org/W1964259950,00404039,Q1,,1,1,Q1,Q1
https://openalex.org/W1964288158,00404039,Q1,,1,1,Q1,Q1
https://openalex.org/W1964311344,03788741,Q2,,1,1,Q1,Q1
https://openalex.org/W1964326818,03785173,Q1,,1,1,Q1,Q1
https://openalex.org/W1964355539,01683659,Q1,,1,1,Q1,Q1
https://openalex.org/W1964367169,07317085,Q1,,1,1,Q1,Q1
https://openalex.org/W1964403831,09680896,Q1,,1,1,Q1,Q1
https://openalex.org/W1964415461,00223549,Q1,,1,1,Q1,Q1
https://openalex.org/W1964470421,00222623,Q1,,1,1,Q1,Q1
https://openalex.org/W1964579658,03639045,Q2,,2,2,Q2,Q2
https://openalex.org/W1964644013,01407783,Q3,,2,2,Q2,Q2
https://openalex.org/W1964662886,03788741,Q2,,1,1,Q1,Q1
https://openalex.org/W1964678172,00404020,Q1,,1,1,Q1,Q1
https://openalex.org/W1964693547,15309932,Q2,,1,1,Q1,Q1
https://openalex.org/W1964695617,02536269,Q3,,2,2,Q2,Q2
https://openalex.org/W1964880954,03855414,Q2,,3,3,Q3,Q3
https://openalex.org/W1964888264,07317085,Q1,,1,1,Q1,Q1
https://openalex.org/W1964974636,07317085,Q1,,1,1,Q1,Q1
https://openalex.org/W1965031980,09639292,Q1,,1,1,Q1,Q1
https://openalex.org/W1965073591,10436618,Q2,,1,1,Q1,Q1
https://openalex.org/W1965099915,0367326X,Q2,,2,2,Q2,Q2
https://openalex.org/W1965100874,03065251,Q2,,1,1,Q1,Q1
https://openalex.org/W1965117346,00093157,Q3,,2,2,Q2,Q2
https://openalex.org/W1965171634,01683659,Q1,,1,1,Q1,Q1
https://openalex.org/W1965260442,03788741,Q2,,1,1,Q1,Q1
https://openalex.org/W1965285547,00222623,Q1,,1,1,Q1,Q1
https://openalex.org/W1965299039,02536269,Q3,,2,2,Q2,Q2
https://openalex.org/W1965311921,03405761,Q2,,1,1,Q1,Q1
https://openalex.org/W1965321497,09594973,Q2,,2,2,Q2,Q2
https://openalex.org/W1965357535,00222623,Q1,,1,1,Q1,Q1
https://openalex.org/W1965394815,0367326X,Q2,,2,2,Q2,Q2
https://openalex.org/W1965425959,02536269,Q3,,2,2,Q2,Q2
https://openalex.org/W1965463767,07418329,Q2,,2,2,Q2,Q2
https://openalex.org/W1965508844,00404039,Q1,,1,1,Q1,Q1
https://openalex.org/W1965733958,00243205,Q1,,1,1,Q1,Q1
https://openalex.org/W1965812076,16605527,Q2,,2,2,Q2,Q2
https://openalex.org/W1965857957,03788741,Q2,,1,1,Q1,Q1
https://openalex.org/W1965874592,00092363,Q3,,2,2,Q2,Q2
https://openalex.org/W1965964841,10915818,Q3,,3,3,Q3,Q3
https://openalex.org/W1966009552,10807683,Q2,,2,2,Q2,Q2
https://openalex.org/W1966050415,03065251,Q2,,1,1,Q1,Q1
https://openalex.org/W1966119769,00223549,Q1,,1,1,Q1,Q1
https://openalex.org/W1966159922,09680896,Q1,,1,1,Q1,Q1
https://openalex.org/W1966183401,0260437X,Q3,,2,2,Q2,Q2
https://openalex.org/W1966210362,01602446,Q2,,2,2,Q2,Q2
