work_id,author_position,author_id,author_name,author_orcid,institution_id,institution_name,institution_country,prior_pubs_before_2004
https://openalex.org/W2065669130,first,https://openalex.org/A5083357160,David Werner,https://orcid.org/0000-0002-6741-1256,https://openalex.org/I84884186,Newcastle University,GB,15
https://openalex.org/W2065669130,last,https://openalex.org/A5029225023,Hrissi K. Karapanagioti,https://orcid.org/0000-0002-0297-5229,https://openalex.org/I98805295,University of the Aegean,GR,14
https://openalex.org/W2063714906,first,https://openalex.org/A5017688986,Iosif Fromondi,,https://openalex.org/I58956616,Case Western Reserve University,US,0
https://openalex.org/W2063714906,middle,https://openalex.org/A5102203911,Ping Shi,,https://openalex.org/I58956616,Case Western Reserve University,US,2
https://openalex.org/W2063714906,middle,https://openalex.org/A5079218559,Atsushi Mineshige,https://orcid.org/0000-0002-6767-8356,https://openalex.org/I58956616,Case Western Reserve University,US,26
https://openalex.org/W2063714906,last,https://openalex.org/A5077741940,Daniel A. Scherson,https://orcid.org/0000-0001-6353-3021,https://openalex.org/I58956616,Case Western Reserve University,US,239
https://openalex.org/W2028590093,first,https://openalex.org/A5047508760,Rajnish Kumar,https://orcid.org/0000-0002-4172-2638,https://openalex.org/I59270414,Indian Institute of Science Bangalore,IN,12
https://openalex.org/W2028590093,middle,https://openalex.org/A5056908964,Giridhar Madras,https://orcid.org/0000-0003-2211-5055,https://openalex.org/I59270414,Indian Institute of Science Bangalore,IN,94
https://openalex.org/W2028590093,last,https://openalex.org/A5020800271,Jayant M. Modak,https://orcid.org/0000-0001-7064-7860,https://openalex.org/I59270414,Indian Institute of Science Bangalore,IN,57
https://openalex.org/W2000264157,first,https://openalex.org/A5059039041,Todd C. Hufnagel,https://orcid.org/0000-0002-6373-9377,https://openalex.org/I145311948,Johns Hopkins University,US,46
https://openalex.org/W2046709975,first,https://openalex.org/A5111526549,Oh-Kyum Kwon,,https://openalex.org/I157485424,Korea Advanced Institute of Science and Technology,KR,4
https://openalex.org/W2046709975,middle,https://openalex.org/A5100347884,Jae‐Hoon Kim,https://orcid.org/0000-0002-3080-8743,https://openalex.org/I157485424,Korea Advanced Institute of Science and Technology,KR,28
https://openalex.org/W2046709975,middle,https://openalex.org/A5029340470,Hyoung-Sang Park,,,"#N#b#N#Genitech, Incorporation, Taedok-gu, Taejon 306-230, Korea #N#",,0
https://openalex.org/W2046709975,last,https://openalex.org/A5101749074,Sang‐Won Kang,https://orcid.org/0000-0002-6376-7757,https://openalex.org/I157485424,Korea Advanced Institute of Science and Technology,KR,57
https://openalex.org/W2012344028,first,https://openalex.org/A5063326302,W. Kordylewski,,https://openalex.org/I11923345,Wrocław University of Science and Technology,PL,54
https://openalex.org/W2012344028,middle,https://openalex.org/A5066633771,W. Zacharczuk,https://orcid.org/0000-0003-1935-889X,https://openalex.org/I11923345,Wrocław University of Science and Technology,PL,2
https://openalex.org/W2012344028,middle,https://openalex.org/A5038525287,T. Hardy,https://orcid.org/0000-0003-1170-3820,https://openalex.org/I11923345,Wrocław University of Science and Technology,PL,4
https://openalex.org/W2012344028,last,https://openalex.org/A5101944264,Jan Kaczmarczyk,https://orcid.org/0000-0002-8957-8487,https://openalex.org/I11923345,Wrocław University of Science and Technology,PL,26
