work_id,author_position,author_id,author_name,author_orcid,institution_id,institution_name,institution_country,prior_pubs_before_2009
https://openalex.org/W2314961792,first,https://openalex.org/A5111865123,Theodore H. Moran,,,,,93
https://openalex.org/W1983546370,first,https://openalex.org/A5017952176,Paul A. Carpenter,https://orcid.org/0000-0002-5021-0714,https://openalex.org/I52913039,University of Houston - Clear Lake,US,59
https://openalex.org/W1983546370,last,https://openalex.org/A5082588589,P.C. Bishop,,https://openalex.org/I44461941,University of Houston,US,1
https://openalex.org/W2003589940,first,https://openalex.org/A5040804451,Ronald A. Fullerton,,https://openalex.org/I80693520,American University in Cairo,EG,39
https://openalex.org/W2094100331,first,https://openalex.org/A5079283089,John E. Boylan,https://orcid.org/0000-0001-5036-5137,https://openalex.org/I19668297,Buckinghamshire New University,GB,43
https://openalex.org/W2094100331,last,https://openalex.org/A5113653404,A. A. Syntetos,,https://openalex.org/I54459138,University of Salford,GB,2
https://openalex.org/W2073048552,first,https://openalex.org/A5061179410,Shaíley Minocha,https://orcid.org/0000-0002-9246-5045,https://openalex.org/I204136569,The Open University,GB,64
https://openalex.org/W2031944408,first,https://openalex.org/A5091276605,Peter Tatham,,https://openalex.org/I82284825,Cranfield University,GB,18
https://openalex.org/W3125383185,first,https://openalex.org/A5027451057,Paraskevi Vicky Kiosse,,https://openalex.org/I67415387,Lancaster University,GB,0
https://openalex.org/W3125383185,first,https://openalex.org/A5027451057,Paraskevi Vicky Kiosse,,https://openalex.org/I4210086040,Mortimer Surgery,GB,0
https://openalex.org/W3125383185,last,https://openalex.org/A5067828114,Ken V. Peasnell,https://orcid.org/0000-0003-4472-146X,https://openalex.org/I67415387,Lancaster University,GB,90
https://openalex.org/W1527606363,first,https://openalex.org/A5083788302,Sandra Naipaul,,https://openalex.org/I106165777,University of Central Florida,US,8
https://openalex.org/W1527606363,last,https://openalex.org/A5101775799,Youcheng Wang,https://orcid.org/0009-0007-4347-4491,https://openalex.org/I106165777,University of Central Florida,US,34
https://openalex.org/W2160164336,first,https://openalex.org/A5003528974,Beth Baxter,,https://openalex.org/I4210159625,Behavioral Health Services,US,8
