focal_id,A_cum_foreign_ratio,C_cum_foreign_ratio
https://openalex.org/W1033266092,0.6,1.0
https://openalex.org/W105278568,1.0,1.0
https://openalex.org/W124764201,0.1667,0.0
https://openalex.org/W126678270,0.0,1.0
https://openalex.org/W133928413,0.3333,0.75
https://openalex.org/W133948679,0.3333,1.0
https://openalex.org/W147758813,0.95,1.0
https://openalex.org/W1481865419,0.0,0.0
https://openalex.org/W1481931124,0.52,0.6667
https://openalex.org/W1482023416,0.25,0.0
https://openalex.org/W1485178467,0.5,1.0
https://openalex.org/W1485630019,1.0,
https://openalex.org/W1488647847,0.4062,0.0714
https://openalex.org/W1489448924,0.7333,0.6667
https://openalex.org/W1494473657,0.2,0.5
https://openalex.org/W1497986159,0.2667,0.4545
https://openalex.org/W1498774104,0.5882,0.6429
https://openalex.org/W150234866,0.6667,1.0
https://openalex.org/W1504087240,0.5714,0.2
https://openalex.org/W1506548672,0.0,1.0
https://openalex.org/W1510476511,1.0,0.0
https://openalex.org/W1512489345,0.0,0.0
https://openalex.org/W1513555481,0.6,0.3333
https://openalex.org/W1513763149,1.0,1.0
https://openalex.org/W1518079683,1.0,
https://openalex.org/W1518262072,0.5,
https://openalex.org/W1519230828,0.1667,
https://openalex.org/W1520750324,0.15,0.2667
https://openalex.org/W1522789940,0.0,
https://openalex.org/W1523454872,0.6923,0.6667
https://openalex.org/W152668036,0.3636,0.3
https://openalex.org/W1539609497,0.3023,0.375
https://openalex.org/W1541068430,0.5,
https://openalex.org/W1542151379,1.0,
https://openalex.org/W1542252541,0.0,
https://openalex.org/W1543112032,0.4615,0.1818
https://openalex.org/W1544285315,0.5,
https://openalex.org/W1550601699,0.6667,0.6
https://openalex.org/W1551333210,0.0,1.0
https://openalex.org/W1556299386,0.4,0.0
https://openalex.org/W1556895356,0.4444,0.0
https://openalex.org/W1556936090,0.6667,
https://openalex.org/W1559295213,0.0,
https://openalex.org/W1562511342,0.5,
https://openalex.org/W1564450438,0.3684,0.0
https://openalex.org/W1566510640,0.25,0.5
https://openalex.org/W1570007461,0.4286,0.0
https://openalex.org/W1578239160,0.5,0.0
https://openalex.org/W1584284561,0.25,0.4
https://openalex.org/W1585890446,1.0,
https://openalex.org/W1586035223,1.0,0.0
https://openalex.org/W1590523095,0.8889,0.8
https://openalex.org/W1592635221,0.6667,
https://openalex.org/W1594649457,0.5,1.0
https://openalex.org/W15969979,1.0,
https://openalex.org/W1599668184,0.6364,0.4
https://openalex.org/W1603831831,0.0,0.0
https://openalex.org/W1606278800,0.0,
https://openalex.org/W1609811288,1.0,1.0
https://openalex.org/W1616385150,0.5,
https://openalex.org/W1624998233,0.0,
https://openalex.org/W1634840934,0.0,
https://openalex.org/W1640192501,1.0,
https://openalex.org/W1642237550,0.3125,0.3846
https://openalex.org/W1656153697,0.0,0.0
https://openalex.org/W1659716027,1.0,1.0
https://openalex.org/W1679038860,0.0,0.0
https://openalex.org/W1700020254,0.0,
https://openalex.org/W1700461405,0.125,0.0
https://openalex.org/W171369964,0.2,0.0
https://openalex.org/W1715864491,0.8182,1.0
https://openalex.org/W1719362820,0.6364,1.0
https://openalex.org/W1735749366,0.3636,0.3333
https://openalex.org/W1749258668,0.0,0.0
https://openalex.org/W1755384488,0.7333,1.0
https://openalex.org/W1763647135,0.5714,0.4
https://openalex.org/W1765845256,0.5,0.0
https://openalex.org/W1776262918,0.5,0.0
https://openalex.org/W1777008144,0.0,
https://openalex.org/W1785341832,0.0,0.0
https://openalex.org/W1795720206,0.1667,0.5
https://openalex.org/W1810863740,0.3333,0.0
https://openalex.org/W1811329619,0.0,0.0
https://openalex.org/W1812326103,0.0,
https://openalex.org/W1812926816,0.0,0.3333
https://openalex.org/W1830541475,0.0,0.0
https://openalex.org/W1845717606,0.1667,0.5
https://openalex.org/W1852357009,0.75,
https://openalex.org/W1856825999,1.0,
https://openalex.org/W1867887671,0.5714,
https://openalex.org/W1868617675,0.6667,0.5
https://openalex.org/W1868971041,0.25,0.0
https://openalex.org/W187385320,0.8276,0.4667
https://openalex.org/W1878697132,0.5,
https://openalex.org/W1886015294,0.0,
https://openalex.org/W1896761706,0.5,
