work_id,author_position,author_id,author_name,author_orcid,institution_id,institution_name,institution_country,prior_pubs_before_1999
https://openalex.org/W2140770451,first,https://openalex.org/A5112758309,Jörg Michael Schierholz,,https://openalex.org/I180923762,University of Cologne,DE,17
https://openalex.org/W2140770451,middle,https://openalex.org/A5107393061,J. Beuth,,https://openalex.org/I180923762,University of Cologne,DE,45
https://openalex.org/W2140770451,last,https://openalex.org/A5021156926,G. Pulverer,,https://openalex.org/I180923762,University of Cologne,DE,555
https://openalex.org/W2148937511,first,https://openalex.org/A5056794023,Friedrich C. Luft,https://orcid.org/0000-0002-8635-1199,https://openalex.org/I39343248,Humboldt-Universität zu Berlin,DE,516
https://openalex.org/W2468145894,first,https://openalex.org/A5061826921,B Bannwarth,https://orcid.org/0000-0001-9605-1838,https://openalex.org/I3132554261,Galen University,BZ,145
https://openalex.org/W2468145894,first,https://openalex.org/A5061826921,B Bannwarth,https://orcid.org/0000-0001-9605-1838,https://openalex.org/I3018882396,Victor (Japan),JP,145
https://openalex.org/W2468145894,middle,https://openalex.org/A5051962877,F. Lagrange,https://orcid.org/0000-0002-4165-7573,https://openalex.org/I3132554261,Galen University,BZ,34
https://openalex.org/W2468145894,middle,https://openalex.org/A5051962877,F. Lagrange,https://orcid.org/0000-0002-4165-7573,https://openalex.org/I3018882396,Victor (Japan),JP,34
https://openalex.org/W2468145894,middle,https://openalex.org/A5030912145,Fabienne Péhourcq,,https://openalex.org/I3018882396,Victor (Japan),JP,22
https://openalex.org/W2468145894,middle,https://openalex.org/A5030912145,Fabienne Péhourcq,,https://openalex.org/I3132554261,Galen University,BZ,22
https://openalex.org/W2468145894,middle,https://openalex.org/A5103054782,Brigitte Llanas,https://orcid.org/0000-0003-3835-0228,https://openalex.org/I4210112727,Hôpital Pellegrin,FR,12
https://openalex.org/W2468145894,last,https://openalex.org/A5111711189,J L Demarquez,,https://openalex.org/I4210112727,Hôpital Pellegrin,FR,36
https://openalex.org/W2067045116,first,https://openalex.org/A5113835572,Hérida Regina Nunes Marona,,,,,1
https://openalex.org/W2067045116,last,https://openalex.org/A5084012442,Elfrides Eva Scherman Schapoval,https://orcid.org/0000-0001-6270-9187,,,,42
https://openalex.org/W2022081573,first,https://openalex.org/A5059151322,Hiroshi Kuboki,,https://openalex.org/I4210157625,Central Research Laboratories (United Kingdom),GB,4
https://openalex.org/W2022081573,middle,https://openalex.org/A5110171194,Toshio Tsuchida,,https://openalex.org/I4210157625,Central Research Laboratories (United Kingdom),GB,27
https://openalex.org/W2022081573,middle,https://openalex.org/A5014763877,Kuniko Wakazono,,https://openalex.org/I4210157625,Central Research Laboratories (United Kingdom),GB,0
https://openalex.org/W2022081573,middle,https://openalex.org/A5109117574,KUNIO ISSHIKI,,https://openalex.org/I4210157625,Central Research Laboratories (United Kingdom),GB,44
https://openalex.org/W2022081573,middle,https://openalex.org/A5109376703,Hiroyuki Kumagai,,https://openalex.org/I4210157625,Central Research Laboratories (United Kingdom),GB,20
https://openalex.org/W2022081573,last,https://openalex.org/A5049972899,TAKEO YOSHIOKA,,https://openalex.org/I4210157625,Central Research Laboratories (United Kingdom),GB,68
https://openalex.org/W1994012796,first,https://openalex.org/A5070588264,Sami Haddad,https://orcid.org/0000-0001-8906-9693,https://openalex.org/I70931966,Université de Montréal,CA,19
https://openalex.org/W1994012796,middle,https://openalex.org/A5079927395,Robert Tardif,https://orcid.org/0000-0003-1313-0878,https://openalex.org/I70931966,Université de Montréal,CA,34
https://openalex.org/W1994012796,middle,https://openalex.org/A5109111981,C. Viau,,https://openalex.org/I70931966,Université de Montréal,CA,42
https://openalex.org/W1994012796,last,https://openalex.org/A5064615033,Kannan Krishnan,https://orcid.org/0000-0002-0247-9612,https://openalex.org/I70931966,Université de Montréal,CA,60
https://openalex.org/W1993413788,first,https://openalex.org/A5111780494,D.D. Breimer,,https://openalex.org/I121797337,Leiden University,NL,104
https://openalex.org/W1992803982,first,https://openalex.org/A5045839301,Maureen Meldrum,,https://openalex.org/I81831788,Health and Safety Executive,GB,2
https://openalex.org/W2167481684,first,https://openalex.org/A5014344455,Munetaka Kunishima,https://orcid.org/0000-0002-3296-490X,https://openalex.org/I27650515,Kobe Gakuin University,JP,33
https://openalex.org/W2167481684,middle,https://openalex.org/A5026679763,Chiho Kawachi,,https://openalex.org/I27650515,Kobe Gakuin University,JP,0
https://openalex.org/W2167481684,middle,https://openalex.org/A5018567577,Fumiaki Iwasaki,,https://openalex.org/I1315201533,Tokuyama (Japan),JP,9
https://openalex.org/W2167481684,middle,https://openalex.org/A5046065567,Keiji Terao,,,"Wacker Chemicals East Asia Ltd., 2-14-1 Nishi-Waseda, Shinjuku-ku, Tokyo, 169-0051, Japan",,95
https://openalex.org/W2167481684,last,https://openalex.org/A5110057361,Shohei Tani,,https://openalex.org/I27650515,Kobe Gakuin University,JP,33
https://openalex.org/W2018856049,first,https://openalex.org/A5027133033,Revital Amiaz,https://orcid.org/0000-0001-9744-4625,https://openalex.org/I2799810450,Sheba Medical Center,IL,0
https://openalex.org/W2018856049,middle,https://openalex.org/A5004656909,Orit Stein,,https://openalex.org/I2799810450,Sheba Medical Center,IL,2
https://openalex.org/W2018856049,middle,https://openalex.org/A5105346936,Pinhas N. Dannon,https://orcid.org/0000-0002-4623-8140,https://openalex.org/I2799810450,Sheba Medical Center,IL,6
https://openalex.org/W2018856049,middle,https://openalex.org/A5016000824,Leon Grunhaus,,https://openalex.org/I2799810450,Sheba Medical Center,IL,105
https://openalex.org/W2018856049,last,https://openalex.org/A5042277071,Shaul Schreiber,https://orcid.org/0000-0002-2189-0693,https://openalex.org/I2799810450,Sheba Medical Center,IL,38
https://openalex.org/W1966372778,first,https://openalex.org/A5101535637,Renato Iori,https://orcid.org/0000-0003-0758-9367,https://openalex.org/I4210166234,Research Centre for Cereal and Industrial Crops,IT,22
https://openalex.org/W1966372778,middle,https://openalex.org/A5091137562,R. Bernardi,,https://openalex.org/I4210166234,Research Centre for Cereal and Industrial Crops,IT,10
https://openalex.org/W1966372778,middle,https://openalex.org/A5062849916,David Gueyrard,https://orcid.org/0000-0002-9657-3836,https://openalex.org/I12449238,Université d'Orléans,FR,0
https://openalex.org/W1966372778,middle,https://openalex.org/A5062849916,David Gueyrard,https://orcid.org/0000-0002-9657-3836,https://openalex.org/I4210141565,Institut de Chimie Organique et Analytique,FR,0
